"","geneNames"
"17203","AC108134.2"
"17204","AJ003147.2"
"17205","ZNF200"
"17206","MEFV"
"17207","LINC00921"
"17208","ZNF263"
"17209","TIGD7"
"17210","ZNF75A"
"17211","AC004232.2"
"17212","OR2C1"
"17213","AC025283.3"
"17214","MTRNR2L4"
"17215","ZSCAN32"
"17216","AC025283.2"
"17217","ZNF174"
"17218","ZNF597"
"17219","NAA60"
"17220","C16orf90"
"17221","CLUAP1"
"17222","NLRC3"
"17223","AC004494.1"
"17224","SLX4"
"17225","DNASE1"
"17226","TRAP1"
"17227","AC006111.3"
"17228","CREBBP"
"17229","ADCY9"
"17230","AC005736.3"
"17231","AC009171.2"
"17232","SRL"
"17233","LINC01569"
"17234","TFAP4"
"17235","GLIS2"
"17236","GLIS2-AS1"
"17237","PAM16"
"17238","CORO7-PAM16"
"17239","CORO7"
"17240","VASN"
"17241","DNAJA3"
"17242","NMRAL1"
"17243","HMOX2"
"17244","CDIP1"
"17245","C16orf96"
"17246","AC023830.2"
"17247","UBALD1"
"17248","MGRN1"
"17249","AC023830.1"
"17250","NUDT16L1"
"17251","ANKS3"
"17252","C16orf71"
"17253","ZNF500"
"17254","SEPT12"
"17255","SMIM22"
"17256","AC020663.2"
"17257","ROGDI"
"17258","GLYR1"
"17259","UBN1"
"17260","PPL"
"17261","SEC14L5"
"17262","NAGPA-AS1"
"17263","NAGPA"
"17264","ALG1"
"17265","C16orf89"
"17266","EEF2KMT"
"17267","AC026458.2"
"17268","RBFOX1"
"17269","METTL22"
"17270","ABAT"
"17271","TMEM186"
"17272","PMM2"
"17273","AC012173.1"
"17274","AC022167.2"
"17275","CARHSP1"
"17276","AC022167.1"
"17277","AC022167.4"
"17278","AC022167.5"
"17279","USP7"
"17280","AC022167.3"
"17281","AC087190.2"
"17282","C16orf72"
"17283","AC087190.1"
"17284","LINC02177"
"17285","ATF7IP2"
"17286","AC131649.1"
"17287","EMP2"
"17288","TEKT5"
"17289","NUBP1"
"17290","TVP23A"
"17291","AC133065.1"
"17292","CIITA"
"17293","DEXI"
"17294","CLEC16A"
"17295","AC007014.1"
"17296","AC007220.1"
"17297","RMI2"
"17298","SOCS1"
"17299","AC009121.2"
"17300","AC009121.1"
"17301","AC099489.1"
"17302","AC099489.3"
"17303","LITAF"
"17304","SNN"
"17305","TXNDC11"
"17306","AC007613.1"
"17307","ZC3H7A"
"17308","AC010654.1"
"17309","BCAR4"
"17310","RSL1D1"
"17311","AC007216.4"
"17312","GSPT1"
"17313","AC007216.2"
"17314","NPIPB2"
"17315","TNFRSF17"
"17316","SNX29"
"17317","AC007216.1"
"17318","AC007601.1"
"17319","AC007601.2"
"17320","AC007598.2"
"17321","AC010333.1"
"17322","CPPED1"
"17323","AC109597.1"
"17324","AC109597.2"
"17325","SHISA9"
"17326","ERCC4"
"17327","AC010401.1"
"17328","AC010401.2"
"17329","LINC02185"
"17330","MKL2"
"17331","AC130650.2"
"17332","MIR193BHG"
"17333","AC040173.1"
"17334","PARN"
"17335","BFAR"
"17336","PLA2G10"
"17337","NPIPA3"
"17338","NPIPA2"
"17339","NOMO1"
"17340","AC136443.3"
"17341","AC138932.2"
"17342","NPIPA1"
"17343","PDXDC1"
"17344","AC138932.5"
"17345","NTAN1"
"17346","RRN3"
"17347","AC126763.1"
"17348","NPIPA5"
"17349","MPV17L"
"17350","C16orf45"
"17351","MARF1"
"17352","AC026401.1"
"17353","NDE1"
"17354","AC026401.3"
"17355","MYH11"
"17356","AF001548.2"
"17357","AF001548.1"
"17358","FOPNL"
"17359","AC130651.1"
"17360","ABCC1"
"17361","ABCC6"
"17362","AC136624.1"
"17363","NOMO3"
"17364","AC136624.2"
"17365","AC138969.1"
"17366","NPIPA7"
"17367","XYLT1"
"17368","AC109446.3"
"17369","NPIPA8"
"17370","AC126755.2"
"17371","AC126755.3"
"17372","NOMO2"
"17373","RPS15A"
"17374","ARL6IP1"
"17375","AC138811.1"
"17376","SMG1"
"17377","AC092287.1"
"17378","TMC7"
"17379","AC099518.4"
"17380","COQ7"
"17381","AC099518.1"
"17382","AC099518.6"
"17383","ITPRIPL2"
"17384","AC099518.5"
"17385","SYT17"
"17386","TMC5"
"17387","AC130456.3"
"17388","AC130456.5"
"17389","GDE1"
"17390","CCP110"
"17391","VPS35L"
"17392","AC002550.2"
"17393","KNOP1"
"17394","AC002550.1"
"17395","IQCK"
"17396","GPRC5B"
"17397","GP2"
"17398","ACSM5"
"17399","ACSM2A"
"17400","ACSM2B"
"17401","ACSM3"
"17402","ACSM1"
"17403","THUMPD1"
"17404","AC004381.1"
"17405","ERI2"
"17406","REXO5"
"17407","DCUN1D3"
"17408","LYRM1"
"17409","DNAH3"
"17410","AC008551.1"
"17411","TMEM159"
"17412","ANKS4B"
"17413","CRYM"
"17414","NPIPB3"
"17415","METTL9"
"17416","IGSF6"
"17417","OTOA"
"17418","AC092375.2"
"17419","NPIPB4"
"17420","AC092119.2"
"17421","UQCRC2"
"17422","PDZD9"
"17423","AC092119.3"
"17424","MOSMO"
"17425","AC009019.1"
"17426","VWA3A"
"17427","SDR42E2"
"17428","EEF2K"
"17429","AC009034.1"
"17430","POLR3E"
"17431","CDR2"
"17432","AC092338.1"
"17433","AC092338.2"
"17434","NPIPB5"
"17435","AC009021.2"
"17436","AC009021.1"
"17437","USP31"
"17438","SCNN1B"
"17439","COG7"
"17440","AC008915.2"
"17441","GGA2"
"17442","EARS2"
"17443","UBFD1"
"17444","NDUFAB1"
"17445","PALB2"
"17446","AC008870.4"
"17447","DCTN5"
"17448","PLK1"
"17449","CHP2"
"17450","PRKCB"
"17451","AC008938.1"
"17452","RBBP6"
"17453","TNRC6A"
"17454","AC008731.1"
"17455","SLC5A11"
"17456","ARHGAP17"
"17457","LINC02175"
"17458","LCMT1"
"17459","LCMT1-AS2"
"17460","AQP8"
"17461","ZKSCAN2"
"17462","AC008741.2"
"17463","LINC02195"
"17464","AC009035.1"
"17465","LINC02129"
"17466","KDM8"
"17467","AC109449.1"
"17468","NSMCE1"
"17469","AC106739.1"
"17470","AC106739.2"
"17471","IL4R"
"17472","IL21R"
"17473","IL21R-AS1"
"17474","GTF3C1"
"17475","KIAA0556"
"17476","AC016597.1"
"17477","GSG1L"
"17478","XPO6"
"17479","AC138904.3"
"17480","AC138904.1"
"17481","SBK1"
"17482","NPIPB6"
"17483","EIF3CL"
"17484","AC138894.2"
"17485","AC138894.1"
"17486","NPIPB7"
"17487","CLN3"
"17488","APOBR"
"17489","IL27"
"17490","NUPR1"
"17491","AC020765.2"
"17492","SGF29"
"17493","SULT1A2"
"17494","SULT1A1"
"17495","NPIPB8"
"17496","EIF3C"
"17497","NPIPB9"
"17498","AC145285.2"
"17499","AC145285.3"
"17500","AC145285.6"
"17501","ATXN2L"
"17502","AC133550.1"
"17503","TUFM"
"17504","SH2B1"
"17505","AC133550.2"
"17506","ATP2A1"
"17507","ATP2A1-AS1"
"17508","RABEP2"
"17509","CD19"
"17510","NFATC2IP"
"17511","AC109460.2"
"17512","AC109460.1"
"17513","SPNS1"
"17514","LAT"
"17515","AC109460.4"
"17516","AC009093.2"
"17517","AC009093.1"
"17518","AC009093.5"
"17519","AC009093.4"
"17520","AC009093.6"
"17521","NPIPB11"
"17522","BOLA2"
"17523","BOLA2-SMG1P6"
"17524","SLX1B"
"17525","SULT1A4"
"17526","AC133555.3"
"17527","NPIPB12"
"17528","SPN"
"17529","QPRT"
"17530","C16orf54"
"17531","AC009133.3"
"17532","ZG16"
"17533","KIF22"
"17534","AC009133.4"
"17535","MAZ"
"17536","AC009133.2"
"17537","AC009133.1"
"17538","PRRT2"
"17539","PAGR1"
"17540","MVP"
"17541","CDIPT"
"17542","AC120114.3"
"17543","SEZ6L2"
"17544","ASPHD1"
"17545","KCTD13"
"17546","AC120114.1"
"17547","TMEM219"
"17548","TAOK2"
"17549","HIRIP3"
"17550","INO80E"
"17551","DOC2A"
"17552","FAM57B"
"17553","AC093512.2"
"17554","ALDOA"
"17555","AC093512.1"
"17556","PPP4C"
"17557","TBX6"
"17558","YPEL3"
"17559","AC012645.1"
"17560","GDPD3"
"17561","AC012645.2"
"17562","AC012645.4"
"17563","MAPK3"
"17564","CORO1A"
"17565","AC012645.3"
"17566","BOLA2B"
"17567","SLX1A"
"17568","SULT1A3"
"17569","AC106782.1"
"17570","NPIPB13"
"17571","CD2BP2"
"17572","AC106782.2"
"17573","TBC1D10B"
"17574","AC106782.6"
"17575","MYLPF"
"17576","ZNF48"
"17577","SEPT1"
"17578","ZNF771"
"17579","DCTPP1"
"17580","SEPHS2"
"17581","ITGAL"
"17582","AC116348.3"
"17583","AC116348.1"
"17584","AC116348.2"
"17585","ZNF768"
"17586","ZNF747"
"17587","AC002310.1"
"17588","ZNF764"
"17589","ZNF688"
"17590","AC002310.2"
"17591","ZNF785"
"17592","AC093249.2"
"17593","ZNF689"
"17594","PRR14"
"17595","FBRS"
"17596","AC093249.6"
"17597","SRCAP"
"17598","AC106886.5"
"17599","PHKG2"
"17600","CCDC189"
"17601","RNF40"
"17602","ZNF629"
"17603","AC106886.3"
"17604","BCL7C"
"17605","MIR762HG"
"17606","CTF1"
"17607","FBXL19-AS1"
"17608","FBXL19"
"17609","ORAI3"
"17610","AC135048.3"
"17611","SETD1A"
"17612","HSD3B7"
"17613","STX1B"
"17614","STX4"
"17615","AC135050.3"
"17616","AC135050.1"
"17617","ZNF668"
"17618","AC135050.4"
"17619","ZNF646"
"17620","PRSS53"
"17621","VKORC1"
"17622","BCKDK"
"17623","KAT8"
"17624","PRSS8"
"17625","PRSS36"
"17626","FUS"
"17627","AC009088.2"
"17628","AC009088.1"
"17629","PYCARD"
"17630","PYCARD-AS1"
"17631","TRIM72"
"17632","PYDC1"
"17633","ITGAM"
"17634","ITGAX"
"17635","ITGAD"
"17636","COX6A2"
"17637","AC026471.5"
"17638","ZNF843"
"17639","AC026471.4"
"17640","AC026471.1"
"17641","ARMC5"
"17642","TGFB1I1"
"17643","SLC5A2"
"17644","AC026471.3"
"17645","C16orf58"
"17646","AC026471.2"
"17647","AHSP"
"17648","AC074050.4"
"17649","AC074050.3"
"17650","ZNF720"
"17651","ZNF267"
"17652","IGHV1OR16-1"
"17653","TP53TG3D"
"17654","AC136944.1"
"17655","AC136944.2"
"17656","SHCBP1"
"17657","AC092368.3"
"17658","VPS35"
"17659","ORC6"
"17660","MYLK3"
"17661","C16orf87"
"17662","GPT2"
"17663","DNAJA2"
"17664","AC018845.3"
"17665","NETO2"
"17666","ITFG1-AS1"
"17667","ITFG1"
"17668","AC007494.2"
"17669","AC007533.1"
"17670","PHKB"
"17671","ABCC11"
"17672","LONP2"
"17673","SIAH1"
"17674","N4BP1"
"17675","AC007611.1"
"17676","AC023813.3"
"17677","AC023813.4"
"17678","LINC02179"
"17679","ZNF423"
"17680","AC007603.1"
"17681","CNEP1R1"
"17682","AC007610.1"
"17683","HEATR3"
"17684","TENT4B"
"17685","ADCY7"
"17686","BRD7"
"17687","NKD1"
"17688","AC007608.1"
"17689","AC007608.3"
"17690","SNX20"
"17691","NOD2"
"17692","AC007728.2"
"17693","CYLD"
"17694","AC007728.1"
"17695","LINC02168"
"17696","LINC02128"
"17697","HNRNPA1P48"
"17698","AC007333.2"
"17699","CHD9"
"17700","AC007342.4"
"17701","AC007342.5"
"17702","RBL2"
"17703","AKTIP"
"17704","RPGRIP1L"
"17705","FTO"
"17706","AC007496.2"
"17707","AC007496.1"
"17708","IRX3"
"17709","CRNDE"
"17710","IRX5"
"17711","MMP2"
"17712","AC007336.2"
"17713","MMP2-AS1"
"17714","LPCAT2"
"17715","AC007336.1"
"17716","CAPNS2"
"17717","CES1"
"17718","AC007495.1"
"17719","GNAO1"
"17720","AC009102.2"
"17721","AMFR"
"17722","AC092140.1"
"17723","NUDT21"
"17724","OGFOD1"
"17725","AC092140.2"
"17726","BBS2"
"17727","MT3"
"17728","MT2A"
"17729","AC026461.3"
"17730","MT1E"
"17731","MT1M"
"17732","MT1F"
"17733","MT1G"
"17734","MT1X"
"17735","AC106779.1"
"17736","NUP93"
"17737","SLC12A3"
"17738","HERPUD1"
"17739","CETP"
"17740","NLRC5"
"17741","AC023825.2"
"17742","AC009090.2"
"17743","CPNE2"
"17744","FAM192A"
"17745","RSPRY1"
"17746","ARL2BP"
"17747","AC009090.3"
"17748","PLLP"
"17749","CCL22"
"17750","CX3CL1"
"17751","CIAPIN1"
"17752","COQ9"
"17753","POLR2C"
"17754","DOK4"
"17755","CCDC102A"
"17756","ADGRG5"
"17757","ADGRG1"
"17758","ADGRG3"
"17759","DRC7"
"17760","KATNB1"
"17761","KIFC3"
"17762","AC092118.2"
"17763","CNGB1"
"17764","TEPP"
"17765","ZNF319"
"17766","USB1"
"17767","MMP15"
"17768","CFAP20"
"17769","AC026771.1"
"17770","AC009107.2"
"17771","CSNK2A2"
"17772","CCDC113"
"17773","GINS3"
"17774","AC009118.2"
"17775","LINC02137"
"17776","NDRG4"
"17777","SETD6"
"17778","CNOT1"
"17779","AC009118.3"
"17780","SLC38A7"
"17781","GOT2"
"17782","AC092378.1"
"17783","AC018554.3"
"17784","CDH8"
"17785","AC092337.1"
"17786","CDH5"
"17787","LINC00920"
"17788","BEAN1"
"17789","BEAN1-AS1"
"17790","AC010542.3"
"17791","TK2"
"17792","AC010542.2"
"17793","AC010542.4"
"17794","CKLF"
"17795","CKLF-CMTM1"
"17796","AC010542.5"
"17797","CMTM1"
"17798","CMTM2"
"17799","CMTM3"
"17800","CMTM4"
"17801","DYNC1LI2"
"17802","AC018557.1"
"17803","AC044802.1"
"17804","TERB1"
"17805","NAE1"
"17806","AC044802.2"
"17807","PDP2"
"17808","RRAD"
"17809","FAM96B"
"17810","CES2"
"17811","CES3"
"17812","CES4A"
"17813","CBFB"
"17814","C16orf70"
"17815","B3GNT9"
"17816","TRADD"
"17817","FBXL8"
"17818","HSF4"
"17819","NOL3"
"17820","KIAA0895L"
"17821","EXOC3L1"
"17822","E2F4"
"17823","ELMO3"
"17824","LRRC29"
"17825","TMEM208"
"17826","FHOD1"
"17827","SLC9A5"
"17828","PLEKHG4"
"17829","KCTD19"
"17830","LRRC36"
"17831","TPPP3"
"17832","ZDHHC1"
"17833","HSD11B2"
"17834","ATP6V0D1"
"17835","AC009061.2"
"17836","AGRP"
"17837","AC027682.6"
"17838","RIPOR1"
"17839","AC027682.5"
"17840","AC027682.2"
"17841","AC027682.3"
"17842","AC027682.4"
"17843","AC027682.1"
"17844","CTCF"
"17845","AC009095.1"
"17846","CARMIL2"
"17847","ACD"
"17848","PARD6A"
"17849","ENKD1"
"17850","C16orf86"
"17851","GFOD2"
"17852","RANBP10"
"17853","TSNAXIP1"
"17854","CENPT"
"17855","THAP11"
"17856","NUTF2"
"17857","EDC4"
"17858","AC040162.3"
"17859","NRN1L"
"17860","PSKH1"
"17861","CTRL"
"17862","AC040162.1"
"17863","PSMB10"
"17864","LCAT"
"17865","SLC12A4"
"17866","DPEP3"
"17867","DPEP2"
"17868","DUS2"
"17869","DPEP2NB"
"17870","DDX28"
"17871","NFATC3"
"17872","AC020978.3"
"17873","AC020978.5"
"17874","ESRP2"
"17875","PLA2G15"
"17876","AC020978.2"
"17877","SLC7A6"
"17878","SLC7A6OS"
"17879","PRMT7"
"17880","SMPD3"
"17881","AC099521.1"
"17882","ZFP90"
"17883","AC126773.1"
"17884","AC126773.4"
"17885","CDH3"
"17886","CDH1"
"17887","TANGO6"
"17888","AC009137.1"
"17889","HAS3"
"17890","CHTF8"
"17891","UTP4"
"17892","SNTB2"
"17893","VPS4A"
"17894","COG8"
"17895","COG8.1"
"17896","PDF"
"17897","NIP7"
"17898","TMED6"
"17899","TERF2"
"17900","CYB5B"
"17901","NFAT5"
"17902","NQO1"
"17903","AC092115.2"
"17904","AC092115.3"
"17905","NOB1"
"17906","WWP2"
"17907","CLEC18A"
"17908","PDPR"
"17909","AC009060.1"
"17910","EXOSC6"
"17911","AARS"
"17912","DDX19B"
"17913","DDX19A"
"17914","ST3GAL2"
"17915","AC012184.1"
"17916","FUK"
"17917","COG4"
"17918","SF3B3"
"17919","IL34"
"17920","MTSS1L"
"17921","VAC14"
"17922","AC020763.1"
"17923","VAC14-AS1"
"17924","HYDIN"
"17925","CMTR2"
"17926","ZNF23"
"17927","AC010547.4"
"17928","AC010547.1"
"17929","ZNF19"
"17930","TAT"
"17931","TAT-AS1"
"17932","MARVELD3"
"17933","PHLPP2"
"17934","AC009097.1"
"17935","AC009097.4"
"17936","AC009097.3"
"17937","AP1G1"
"17938","ATXN1L"
"17939","IST1"
"17940","ZNF821"
"17941","PKD1L3"
"17942","DHODH"
"17943","TXNL4B"
"17944","HP"
"17945","AC009087.1"
"17946","DHX38"
"17947","PMFBP1"
"17948","AC009075.1"
"17949","LINC01572"
"17950","AC004158.1"
"17951","AC004943.2"
"17952","AC004943.3"
"17953","ZFHX3"
"17954","AC004943.1"
"17955","AC116667.1"
"17956","AC116667.2"
"17957","AC138627.1"
"17958","AC009120.4"
"17959","AC009120.5"
"17960","PSMD7"
"17961","AC009120.3"
"17962","AC009053.2"
"17963","NPIPB15"
"17964","CLEC18B"
"17965","AC009053.3"
"17966","GLG1"
"17967","RFWD3"
"17968","MLKL"
"17969","FA2H"
"17970","WDR59"
"17971","ZNRF1"
"17972","AC099508.1"
"17973","LDHD"
"17974","ZFP1"
"17975","CFDP1"
"17976","AC009163.7"
"17977","TMEM170A"
"17978","CHST6"
"17979","AC009163.6"
"17980","CHST5"
"17981","TMEM231"
"17982","AC025287.2"
"17983","GABARAPL2"
"17984","AC025287.3"
"17985","ADAT1"
"17986","KARS"
"17987","TERF2IP"
"17988","AC025287.4"
"17989","DUXB"
"17990","AC108125.1"
"17991","LINC02125"
"17992","AC106729.1"
"17993","MON1B"
"17994","SYCE1L"
"17995","AC009139.2"
"17996","ADAMTS18"
"17997","NUDT7"
"17998","AC092134.1"
"17999","WWOX"
"18000","WWOX-AS1"
"18001","AC046158.1"
"18002","AC009145.3"
"18003","AC092376.2"
"18004","AC092376.1"
"18005","MAF"
"18006","AC009159.2"
"18007","AC009159.3"
"18008","AC009159.1"
"18009","LINC01229"
"18010","MAFTRR"
"18011","AC105411.1"
"18012","DYNLRB2"
"18013","LINC01227"
"18014","CDYL2"
"18015","LINC02170"
"18016","CMC2"
"18017","CENPN"
"18018","AC092718.2"
"18019","AC092718.8"
"18020","ATMIN"
"18021","C16orf46"
"18022","AC092718.3"
"18023","AC092718.5"
"18024","AC092718.6"
"18025","AC092718.1"
"18026","GCSH"
"18027","AC009148.1"
"18028","GAN"
"18029","CMIP"
"18030","AC099524.1"
"18031","PLCG2"
"18032","AC092142.2"
"18033","SDR42E1"
"18034","HSD17B2"
"18035","AC092142.1"
"18036","MPHOSPH6"
"18037","CDH13"
"18038","AC009119.1"
"18039","HSBP1"
"18040","MLYCD"
"18041","AC009119.2"
"18042","OSGIN1"
"18043","NECAB2"
"18044","SLC38A8"
"18045","MBTPS1"
"18046","AC040169.1"
"18047","HSDL1"
"18048","DNAAF1"
"18049","TAF1C"
"18050","ADAD2"
"18051","AC009123.1"
"18052","KCNG4"
"18053","WFDC1"
"18054","ATP2C2"
"18055","ATP2C2-AS1"
"18056","TLDC1"
"18057","AC022165.1"
"18058","COTL1"
"18059","AC092145.1"
"18060","KLHL36"
"18061","USP10"
"18062","CRISPLD2"
"18063","ZDHHC7"
"18064","KIAA0513"
"18065","FAM92B"
"18066","LINC02139"
"18067","GSE1"
"18068","LINC00311"
"18069","AC092127.2"
"18070","AC092127.1"
"18071","GINS2"
"18072","C16orf74"
"18073","AC018695.2"
"18074","EMC8"
"18075","AC018695.4"
"18076","COX4I1"
"18077","IRF8"
"18078","AC092723.5"
"18079","LINC02132"
"18080","AC092723.4"
"18081","AC092723.1"
"18082","AC092723.3"
"18083","AC135012.1"
"18084","AC009108.3"
"18085","MTHFSD"
"18086","LINC02181"
"18087","AC106745.1"
"18088","C16orf95"
"18089","AC010531.6"
"18090","FBXO31"
"18091","AC010531.7"
"18092","AC010531.5"
"18093","MAP1LC3B"
"18094","AC010531.3"
"18095","ZCCHC14"
"18096","AC092720.1"
"18097","JPH3"
"18098","AC010536.3"
"18099","AC010536.1"
"18100","KLHDC4"
"18101","AC126696.3"
"18102","AC126696.1"
"18103","SLC7A5"
"18104","CA5A"
"18105","BANP"
"18106","AC134312.4"
"18107","AC134312.1"
"18108","AC134312.2"
"18109","AC134312.5"
"18110","AC134312.6"
"18111","LINC02182"
"18112","ZNF469"
"18113","ZFPM1"
"18114","AC116552.1"
"18115","ZC3H18"
"18116","IL17C"
"18117","CYBA"
"18118","MVD"
"18119","SNAI3-AS1"
"18120","SNAI3"
"18121","RNF166"
"18122","CTU2"
"18123","AC138028.6"
"18124","PIEZO1"
"18125","AC138028.4"
"18126","AC138028.2"
"18127","AC138028.1"
"18128","CDT1"
"18129","APRT"
"18130","GALNS"
"18131","TRAPPC2L"
"18132","PABPN1L"
"18133","CBFA2T3"
"18134","AC092384.2"
"18135","AC092384.1"
"18136","AC135782.1"
"18137","ACSF3"
"18138","AC135782.3"
"18139","LINC00304"
"18140","CDH15"
"18141","SLC22A31"
"18142","AC009113.1"
"18143","ZNF778"
"18144","ANKRD11"
"18145","AC137932.3"
"18146","AC137932.1"
"18147","SPG7"
"18148","AC092123.1"
"18149","RPL13"
"18150","CPNE7"
"18151","CHMP1A"
"18152","SPATA33"
"18153","CDK10"
"18154","LINC02166"
"18155","AC010538.1"
"18156","SPATA2L"
"18157","VPS9D1"
"18158","VPS9D1-AS1"
"18159","ZNF276"
"18160","FANCA"
"18161","SPIRE2"
"18162","TCF25"
"18163","MC1R"
"18164","AC092143.2"
"18165","TUBB3"
"18166","DEF8"
"18167","CENPBD1"
"18168","DBNDD1"
"18169","GAS8"
"18170","FAM157C"
"18171","AC133919.1"
"18172","AC133919.2"
"18173","LINC02193"
"18174","AC240565.2"
"18175","AC240565.1"
"18176","SCGB1C2"
"18177","DOC2B"
"18178","RPH3AL"
"18179","AC141424.1"
"18180","C17orf97"
"18181","RFLNB"
"18182","AC015853.2"
"18183","VPS53"
"18184","AC015853.3"
"18185","AC015853.1"
"18186","FAM57A"
"18187","GEMIN4"
"18188","GLOD4"
"18189","AC087392.3"
"18190","MRM3"
"18191","AC087392.5"
"18192","NXN"
"18193","TIMM22"
"18194","ABR"
"18195","TRARG1"
"18196","YWHAE"
"18197","CRK"
"18198","AC032044.1"
"18199","MYO1C"
"18200","INPP5K"
"18201","PITPNA-AS1"
"18202","PITPNA"
"18203","SLC43A2"
"18204","SCARF1"
"18205","RILP"
"18206","PRPF8"
"18207","AC130343.2"
"18208","TLCD2"
"18209","MIR22HG"
"18210","WDR81"
"18211","AC130343.1"
"18212","SERPINF2"
"18213","SERPINF1"
"18214","SMYD4"
"18215","RPA1"
"18216","RTN4RL1"
"18217","AC099684.2"
"18218","DPH1"
"18219","OVCA2"
"18220","AC090617.3"
"18221","AC090617.5"
"18222","HIC1"
"18223","SMG6"
"18224","AC090617.4"
"18225","AC090617.2"
"18226","SRR"
"18227","TSR1"
"18228","SGSM2"
"18229","AC006435.3"
"18230","AC006435.2"
"18231","MNT"
"18232","AC006435.1"
"18233","METTL16"
"18234","PAFAH1B1"
"18235","AC005696.2"
"18236","AC005696.3"
"18237","CLUH"
"18238","AC005696.1"
"18239","AC005696.4"
"18240","RAP1GAP2"
"18241","AC015921.1"
"18242","OR1D2"
"18243","AC090282.1"
"18244","OR1A1"
"18245","OR3A2"
"18246","OR3A1"
"18247","AC087498.1"
"18248","OR3A3"
"18249","ASPA"
"18250","TRPV3"
"18251","TRPV1"
"18252","AC027796.3"
"18253","SHPK"
"18254","CTNS"
"18255","AC027796.4"
"18256","TAX1BP3"
"18257","P2RX5-TAX1BP3"
"18258","EMC6"
"18259","P2RX5"
"18260","ITGAE"
"18261","AC116914.2"
"18262","HASPIN"
"18263","NCBP3"
"18264","CAMKK1"
"18265","P2RX1"
"18266","ATP2A3"
"18267","ZZEF1"
"18268","CYB5D2"
"18269","ANKFY1"
"18270","AC087292.1"
"18271","AC087742.1"
"18272","UBE2G1"
"18273","SPNS3"
"18274","AC127521.1"
"18275","SPNS2"
"18276","MYBBP1A"
"18277","GGT6"
"18278","ALOX15"
"18279","PELP1"
"18280","AC091153.3"
"18281","ARRB2"
"18282","MED11"
"18283","AC091153.4"
"18284","CXCL16"
"18285","ZMYND15"
"18286","VMO1"
"18287","GLTPD2"
"18288","PSMB6"
"18289","AC233723.1"
"18290","PLD2"
"18291","MINK1"
"18292","CHRNE"
"18293","C17orf107"
"18294","GP1BA"
"18295","SLC25A11"
"18296","RNF167"
"18297","PFN1"
"18298","ENO3"
"18299","SPAG7"
"18300","CAMTA2"
"18301","AC004771.4"
"18302","AC004771.2"
"18303","AC004771.5"
"18304","AC004771.3"
"18305","INCA1"
"18306","KIF1C"
"18307","AC004771.1"
"18308","SLC52A1"
"18309","ZFP3"
"18310","ZNF232"
"18311","USP6"
"18312","ZNF594"
"18313","AC087500.1"
"18314","SCIMP"
"18315","AC087500.2"
"18316","RABEP1"
"18317","NUP88"
"18318","AC015727.1"
"18319","RPAIN"
"18320","AC004148.2"
"18321","C1QBP"
"18322","DHX33"
"18323","AC004148.1"
"18324","DERL2"
"18325","MIS12"
"18326","NLRP1"
"18327","WSCD1"
"18328","AIPL1"
"18329","PIMREG"
"18330","PITPNM3"
"18331","KIAA0753"
"18332","TXNDC17"
"18333","MED31"
"18334","C17orf100"
"18335","AC004706.1"
"18336","SLC13A5"
"18337","XAF1"
"18338","FBXO39"
"18339","ALOX12-AS1"
"18340","AC027763.2"
"18341","AC040977.1"
"18342","ALOX12"
"18343","RNASEK"
"18344","RNASEK-C17orf49"
"18345","C17orf49"
"18346","MIR497HG"
"18347","BCL6B"
"18348","SLC16A13"
"18349","SLC16A11"
"18350","CLEC10A"
"18351","ASGR2"
"18352","ASGR1"
"18353","DLG4"
"18354","ACADVL"
"18355","DVL2"
"18356","PHF23"
"18357","GABARAP"
"18358","CTDNEP1"
"18359","ELP5"
"18360","CLDN7"
"18361","YBX2"
"18362","EIF5A"
"18363","GPS2"
"18364","AC026954.2"
"18365","NEURL4"
"18366","ACAP1"
"18367","KCTD11"
"18368","AC026954.3"
"18369","TMEM95"
"18370","TNK1"
"18371","PLSCR3"
"18372","TMEM256-PLSCR3"
"18373","TMEM256"
"18374","NLGN2"
"18375","SPEM1"
"18376","TMEM102"
"18377","FGF11"
"18378","CHRNB1"
"18379","ZBTB4"
"18380","SLC35G6"
"18381","POLR2A"
"18382","TNFSF12"
"18383","AC016876.3"
"18384","TNFSF13"
"18385","SENP3"
"18386","SENP3-EIF4A1"
"18387","EIF4A1"
"18388","CD68"
"18389","AC016876.1"
"18390","MPDU1"
"18391","SOX15"
"18392","FXR2"
"18393","SHBG"
"18394","SAT2"
"18395","ATP1B2"
"18396","TP53"
"18397","WRAP53"
"18398","EFNB3"
"18399","DNAH2"
"18400","KDM6B"
"18401","TMEM88"
"18402","NAA38"
"18403","CYB5D1"
"18404","CHD3"
"18405","RNF227"
"18406","KCNAB3"
"18407","TRAPPC1"
"18408","CNTROB"
"18409","GUCY2D"
"18410","ALOX15B"
"18411","ALOX12B"
"18412","AC129492.1"
"18413","ALOXE3"
"18414","HES7"
"18415","PER1"
"18416","VAMP2"
"18417","TMEM107"
"18418","AC129492.4"
"18419","BORCS6"
"18420","AURKB"
"18421","LINC00324"
"18422","CTC1"
"18423","PFAS"
"18424","AC135178.5"
"18425","SLC25A35"
"18426","RANGRF"
"18427","ARHGEF15"
"18428","AC135178.4"
"18429","AC135178.3"
"18430","KRBA2"
"18431","AC135178.2"
"18432","RPL26"
"18433","RNF222"
"18434","NDEL1"
