"","geneNames"
"18435","MYH10"
"18436","CCDC42"
"18437","SPDYE4"
"18438","MFSD6L"
"18439","PIK3R6"
"18440","PIK3R5"
"18441","AC002091.2"
"18442","AC002091.1"
"18443","NTN1"
"18444","AC005695.3"
"18445","STX8"
"18446","AC005695.2"
"18447","AC087501.1"
"18448","AC087501.2"
"18449","AC087501.3"
"18450","USP43"
"18451","GLP2R"
"18452","RCVRN"
"18453","GAS7"
"18454","MYH3"
"18455","AC002347.1"
"18456","SCO1"
"18457","ADPRM"
"18458","TMEM220"
"18459","TMEM220-AS1"
"18460","AC015908.3"
"18461","AC015908.4"
"18462","AC015908.2"
"18463","DNAH9"
"18464","AC005410.2"
"18465","ZNF18"
"18466","MAP2K4"
"18467","AC005358.2"
"18468","ARHGAP44"
"18469","AC005277.2"
"18470","AC005277.1"
"18471","ELAC2"
"18472","HS3ST3A1"
"18473","AC005304.2"
"18474","AC005304.1"
"18475","AC005304.3"
"18476","COX10"
"18477","AC005224.1"
"18478","CDRT15"
"18479","HS3ST3B1"
"18480","AC005224.4"
"18481","AC005224.3"
"18482","AC022816.1"
"18483","PMP22"
"18484","TEKT3"
"18485","CDRT4"
"18486","TVP23C-CDRT4"
"18487","TVP23C"
"18488","AC005838.2"
"18489","CDRT1"
"18490","AC005324.3"
"18491","TRIM16"
"18492","AC005324.5"
"18493","ZNF286A"
"18494","AC015922.4"
"18495","LINC02087"
"18496","ADORA2B"
"18497","ZSWIM7"
"18498","TTC19"
"18499","AC002553.2"
"18500","NCOR1"
"18501","AC002553.1"
"18502","PIGL"
"18503","CENPV"
"18504","UBB"
"18505","AC093484.3"
"18506","AC093484.2"
"18507","TRPV2"
"18508","AC093484.4"
"18509","LRRC75A"
"18510","ZNF287"
"18511","ZNF624"
"18512","CCDC144A"
"18513","AC098850.3"
"18514","AC098850.1"
"18515","TNFRSF13B"
"18516","AC104024.1"
"18517","LINC02090"
"18518","AC104024.2"
"18519","MPRIP"
"18520","MPRIP-AS1"
"18521","AC055811.1"
"18522","PLD6"
"18523","FLCN"
"18524","AC055811.3"
"18525","COPS3"
"18526","NT5M"
"18527","MED9"
"18528","RASD1"
"18529","PEMT"
"18530","AC020558.1"
"18531","RAI1"
"18532","RAI1-AS1"
"18533","SMCR5"
"18534","SREBF1"
"18535","TOM1L2"
"18536","AC122129.1"
"18537","DRC3"
"18538","ATPAF2"
"18539","GID4"
"18540","DRG2"
"18541","MYO15A"
"18542","AC087164.1"
"18543","ALKBH5"
"18544","LLGL1"
"18545","FLII"
"18546","MIEF2"
"18547","AC127537.1"
"18548","TOP3A"
"18549","SMCR8"
"18550","SHMT1"
"18551","EVPLL"
"18552","LINC02076"
"18553","LGALS9C"
"18554","ZNF286B"
"18555","TRIM16L"
"18556","TVP23B"
"18557","AC107982.3"
"18558","PRPSAP2"
"18559","AC107982.2"
"18560","SLC5A10"
"18561","FAM83G"
"18562","GRAP"
"18563","AC007952.7"
"18564","AC007952.4"
"18565","GRAPL"
"18566","AC007952.6"
"18567","AC007952.5"
"18568","EPN2"
"18569","EPN2-AS1"
"18570","AC124066.1"
"18571","B9D1"
"18572","MAPK7"
"18573","MFAP4"
"18574","RNF112"
"18575","SLC47A1"
"18576","ALDH3A2"
"18577","AC115989.2"
"18578","SLC47A2"
"18579","ALDH3A1"
"18580","ULK2"
"18581","AC015726.2"
"18582","AC015726.1"
"18583","AKAP10"
"18584","AC005730.2"
"18585","SPECC1"
"18586","AC004702.1"
"18587","LGALS9B"
"18588","AC015818.2"
"18589","AC126365.1"
"18590","CCDC144NL"
"18591","AC090774.3"
"18592","CCDC144NL-AS1"
"18593","AC107926.1"
"18594","USP22"
"18595","AC087393.2"
"18596","DHRS7B"
"18597","TMEM11"
"18598","AC087294.1"
"18599","NATD1"
"18600","MAP2K3"
"18601","KCNJ12"
"18602","AC068418.1"
"18603","C17orf51"
"18604","AC132825.3"
"18605","MTRNR2L1"
"18606","WSB1"
"18607","AC026254.2"
"18608","KSR1"
"18609","AC015688.6"
"18610","LGALS9"
"18611","NOS2"
"18612","AC005697.2"
"18613","LYRM9"
"18614","NLK"
"18615","AC061975.7"
"18616","ERVE-1"
"18617","TMEM97"
"18618","IFT20"
"18619","TNFAIP1"
"18620","POLDIP2"
"18621","TMEM199"
"18622","AC002094.2"
"18623","SARM1"
"18624","VTN"
"18625","SLC46A1"
"18626","AC015917.2"
"18627","AC005726.1"
"18628","UNC119"
"18629","PIGS"
"18630","ALDOC"
"18631","AC005726.4"
"18632","SPAG5"
"18633","AC005726.5"
"18634","SGK494"
"18635","KIAA0100"
"18636","AC005726.2"
"18637","SDF2"
"18638","SUPT6H"
"18639","AC010761.3"
"18640","PROCA1"
"18641","RAB34"
"18642","RPL23A"
"18643","AC010761.1"
"18644","TLCD1"
"18645","NEK8"
"18646","AC010761.2"
"18647","TRAF4"
"18648","AC010761.4"
"18649","FAM222B"
"18650","ERAL1"
"18651","AC024267.1"
"18652","FLOT2"
"18653","AC024267.3"
"18654","AC024267.6"
"18655","DHRS13"
"18656","PHF12"
"18657","AC024267.4"
"18658","AC024267.5"
"18659","PIPOX"
"18660","SEZ6"
"18661","MYO18A"
"18662","TIAF1"
"18663","AC024619.3"
"18664","CRYBA1"
"18665","NUFIP2"
"18666","AC068025.2"
"18667","AC068025.1"
"18668","TAOK1"
"18669","ABHD15-AS1"
"18670","ABHD15"
"18671","TP53I13"
"18672","GIT1"
"18673","ANKRD13B"
"18674","CORO6"
"18675","SSH2"
"18676","AC104564.1"
"18677","AC023389.1"
"18678","AC104982.1"
"18679","EFCAB5"
"18680","AC104984.2"
"18681","NSRP1"
"18682","AC104984.3"
"18683","AC104984.6"
"18684","SLC6A4"
"18685","AC104984.1"
"18686","AC104984.4"
"18687","BLMH"
"18688","TMIGD1"
"18689","CPD"
"18690","GOSR1"
"18691","TBC1D29"
"18692","AC127024.3"
"18693","AC127024.2"
"18694","CRLF3"
"18695","AC127024.5"
"18696","AC127024.6"
"18697","ATAD5"
"18698","AC130324.2"
"18699","AC130324.1"
"18700","TEFM"
"18701","AC130324.3"
"18702","ADAP2"
"18703","AC138207.1"
"18704","AC138207.5"
"18705","RNF135"
"18706","AC138207.7"
"18707","AC138207.2"
"18708","NF1"
"18709","OMG"
"18710","EVI2B"
"18711","AC134669.1"
"18712","EVI2A"
"18713","RAB11FIP4"
"18714","AC003101.2"
"18715","AC003101.1"
"18716","COPRS"
"18717","UTP6"
"18718","AC004253.1"
"18719","SUZ12"
"18720","LRRC37B"
"18721","AC116407.2"
"18722","AC116407.1"
"18723","RHOT1"
"18724","C17orf75"
"18725","AC005899.3"
"18726","ZNF207"
"18727","AC005899.6"
"18728","AC005899.7"
"18729","AC005899.5"
"18730","AC005899.8"
"18731","AC005899.1"
"18732","PSMD11"
"18733","CDK5R1"
"18734","MYO1D"
"18735","AC079336.5"
"18736","AC079336.4"
"18737","AC025211.1"
"18738","AC084809.1"
"18739","AC084809.2"
"18740","TMEM98"
"18741","SPACA3"
"18742","AC024610.2"
"18743","CCL2"
"18744","CCL8"
"18745","CCL1"
"18746","TMEM132E"
"18747","CCT6B"
"18748","ZNF830"
"18749","LIG3"
"18750","RFFL"
"18751","AC004223.4"
"18752","AC004223.2"
"18753","RAD51D"
"18754","FNDC8"
"18755","NLE1"
"18756","UNC45B"
"18757","SLC35G3"
"18758","AC022916.1"
"18759","SLFN5"
"18760","AC022706.1"
"18761","SLFN11"
"18762","AC060766.6"
"18763","AC060766.4"
"18764","SLFN12"
"18765","SLFN13"
"18766","SLFN12L"
"18767","AC015911.5"
"18768","AC015911.2"
"18769","SLFN14"
"18770","AC015911.6"
"18771","LINC02001"
"18772","PEX12"
"18773","AP2B1"
"18774","TAF15"
"18775","RASL10B"
"18776","GAS2L2"
"18777","MMP28"
"18778","C17orf50"
"18779","AC015849.2"
"18780","AC015849.3"
"18781","HEATR9"
"18782","AC015849.1"
"18783","CCL5"
"18784","AC015849.5"
"18785","RDM1"
"18786","CCL16"
"18787","AC244100.2"
"18788","AC244100.3"
"18789","CCL23"
"18790","CCL18"
"18791","AC243829.4"
"18792","CCL3"
"18793","CCL4"
"18794","AC243829.2"
"18795","TBC1D3B"
"18796","AC243829.1"
"18797","CCL3L1"
"18798","CCL4L2"
"18799","TBC1D3I"
"18800","ZNHIT3"
"18801","MYO19"
"18802","PIGW"
"18803","GGNBP2"
"18804","DHRS11"
"18805","MRM1"
"18806","AC243830.2"
"18807","AC243830.1"
"18808","AATF"
"18809","ACACA"
"18810","C17orf78"
"18811","TADA2A"
"18812","AC243654.1"
"18813","DUSP14"
"18814","SYNRG"
"18815","DDX52"
"18816","AC243585.2"
"18817","AC243571.2"
"18818","TBC1D3L"
"18819","MRPL45"
"18820","GPR179"
"18821","SOCS7"
"18822","ARHGAP23"
"18823","SRCIN1"
"18824","EPOP"
"18825","AC006449.6"
"18826","AC006449.2"
"18827","MLLT6"
"18828","AC006449.3"
"18829","CISD3"
"18830","PCGF2"
"18831","AC006449.5"
"18832","PSMB3"
"18833","PIP4K2B"
"18834","CWC25"
"18835","C17orf98"
"18836","RPL23"
"18837","LASP1"
"18838","AC006441.1"
"18839","AC006441.3"
"18840","LINC00672"
"18841","PLXDC1"
"18842","ARL5C"
"18843","AC004408.1"
"18844","CACNB1"
"18845","RPL19"
"18846","STAC2"
"18847","FBXL20"
"18848","AC005288.1"
"18849","MED1"
"18850","CDK12"
"18851","AC009283.1"
"18852","NEUROD2"
"18853","AC087491.1"
"18854","STARD3"
"18855","TCAP"
"18856","PNMT"
"18857","PGAP3"
"18858","ERBB2"
"18859","MIEN1"
"18860","GRB7"
"18861","IKZF3"
"18862","ZPBP2"
"18863","GSDMB"
"18864","ORMDL3"
"18865","AC090844.2"
"18866","GSDMA"
"18867","PSMD3"
"18868","CSF3"
"18869","MED24"
"18870","THRA"
"18871","NR1D1"
"18872","MSL1"
"18873","CASC3"
"18874","RAPGEFL1"
"18875","WIPF2"
"18876","CDC6"
"18877","RARA"
"18878","RARA-AS1"
"18879","AC080112.1"
"18880","TOP2A"
"18881","IGFBP4"
"18882","TNS4"
"18883","AC004585.1"
"18884","CCR7"
"18885","SMARCE1"
"18886","AC073508.3"
"18887","KRT24"
"18888","KRT10"
"18889","TMEM99"
"18890","AC004231.1"
"18891","KRT23"
"18892","KRTAP4-12"
"18893","KRTAP4-3"
"18894","KRTAP16-1"
"18895","KRT36"
"18896","KRT15"
"18897","KRT17"
"18898","EIF1"
"18899","HAP1"
"18900","JUP"
"18901","P3H4"
"18902","FKBP10"
"18903","NT5C3B"
"18904","KLHL10"
"18905","KLHL11"
"18906","ACLY"
"18907","AC125257.2"
"18908","TTC25"
"18909","CNP"
"18910","DNAJC7"
"18911","NKIRAS2"
"18912","ZNF385C"
"18913","C17orf113"
"18914","DHX58"
"18915","KAT2A"
"18916","HSPB9"
"18917","RAB5C"
"18918","AC099811.3"
"18919","KCNH4"
"18920","HCRT"
"18921","GHDC"
"18922","STAT5B"
"18923","AC099811.4"
"18924","STAT5A"
"18925","STAT3"
"18926","CAVIN1"
"18927","ATP6V0A1"
"18928","NAGLU"
"18929","HSD17B1"
"18930","AC067852.2"
"18931","COASY"
"18932","MLX"
"18933","PSMC3IP"
"18934","RETREG3"
"18935","TUBG1"
"18936","TUBG2"
"18937","PLEKHH3"
"18938","CCR10"
"18939","AC100793.2"
"18940","CNTNAP1"
"18941","AC100793.3"
"18942","EZH1"
"18943","RAMP2-AS1"
"18944","RAMP2"
"18945","VPS25"
"18946","WNK4"
"18947","COA3"
"18948","CNTD1"
"18949","BECN1"
"18950","PSME3"
"18951","AOC2"
"18952","AOC3"
"18953","LINC00671"
"18954","AARSD1"
"18955","PTGES3L"
"18956","RUNDC1"
"18957","RPL27"
"18958","IFI35"
"18959","VAT1"
"18960","RND2"
"18961","BRCA1"
"18962","AC060780.1"
"18963","NBR1"
"18964","TMEM106A"
"18965","LINC00854"
"18966","LINC00910"
"18967","ARL4D"
"18968","DHX8"
"18969","MEOX1"
"18970","DUSP3"
"18971","CFAP97D1"
"18972","MPP3"
"18973","CD300LG"
"18974","MPP2"
"18975","AC007993.3"
"18976","FAM215A"
"18977","AC007993.2"
"18978","LINC01976"
"18979","PPY"
"18980","PYY"
"18981","NAGS"
"18982","TMEM101"
"18983","LSM12"
"18984","G6PC3"
"18985","HDAC5"
"18986","AC023855.1"
"18987","C17orf53"
"18988","ASB16"
"18989","ASB16-AS1"
"18990","TMUB2"
"18991","ATXN7L3"
"18992","AC004596.1"
"18993","UBTF"
"18994","AC003102.1"
"18995","SLC4A1"
"18996","AC003043.2"
"18997","RUNDC3A-AS1"
"18998","RUNDC3A"
"18999","SLC25A39"
"19000","GRN"
"19001","FAM171A2"
"19002","ITGA2B"
"19003","GPATCH8"
"19004","FZD2"
"19005","LINC01180"
"19006","MEIOC"
"19007","CCDC43"
"19008","AC091152.2"
"19009","DBF4B"
"19010","ADAM11"
"19011","GJC1"
"19012","HIGD1B"
"19013","EFTUD2"
"19014","GFAP"
"19015","KIF18B"
"19016","AC015936.1"
"19017","C1QL1"
"19018","DCAKD"
"19019","NMT1"
"19020","PLCD3"
"19021","ACBD4"
"19022","AC142472.1"
"19023","HEXIM1"
"19024","AC138150.1"
"19025","HEXIM2"
"19026","AC138150.2"
"19027","AC008105.3"
"19028","FMNL1"
"19029","AC008105.1"
"19030","MAP3K14-AS1"
"19031","SPATA32"
"19032","MAP3K14"
"19033","ARHGAP27"
"19034","AC003070.1"
"19035","PLEKHM1"
"19036","AC091132.2"
"19037","AC091132.1"
"19038","AC091132.5"
"19039","LINC02210-CRHR1"
"19040","MAPT-AS1"
"19041","MAPT"
"19042","STH"
"19043","KANSL1"
"19044","CR936218.1"
"19045","KANSL1-AS1"
"19046","ARL17B"
"19047","LRRC37A"
"19048","LRRC37A2"
"19049","ARL17A"
"19050","FAM215B"
"19051","NSF"
"19052","WNT3"
"19053","WNT9B"
"19054","LINC01974"
"19055","AC005670.1"
"19056","GOSR2"
"19057","AC005670.2"
"19058","RPRML"
"19059","CDC27"
"19060","AC002558.2"
"19061","MYL4"
"19062","ITGB3"
"19063","AC068234.2"
"19064","EFCAB13"
"19065","AC040934.1"
"19066","NPEPPS"
"19067","AC025682.1"
"19068","KPNB1"
"19069","AC015674.1"
"19070","TBKBP1"
"19071","TBX21"
"19072","OSBPL7"
"19073","MRPL10"
"19074","LRRC46"
"19075","SCRN2"
"19076","SP6"
"19077","AC018521.7"
"19078","SP2"
"19079","SP2-AS1"
"19080","AC018521.6"
"19081","PNPO"
"19082","AC018521.2"
"19083","PRR15L"
"19084","CDK5RAP3"
"19085","AC018521.4"
"19086","COPZ2"
"19087","NFE2L1"
"19088","AC004477.3"
"19089","CBX1"
"19090","SNX11"
"19091","SKAP1"
"19092","SKAP1-AS1"
"19093","AC090627.1"
"19094","AC036222.1"
"19095","HOXB2"
"19096","HOXB-AS1"
"19097","HOXB3"
"19098","HOXB-AS3"
"19099","HOXB-AS2"
"19100","HOXB4"
"19101","HOXB5"
"19102","HOXB6"
"19103","HOXB7"
"19104","AC103702.2"
"19105","LINC02086"
"19106","CALCOCO2"
"19107","ATP5MC1"
"19108","UBE2Z"
"19109","SNF8"
"19110","AC091133.1"
"19111","IGF2BP1"
"19112","B4GALNT2"
"19113","GNGT2"
"19114","ABI3"
"19115","PHOSPHO1"
"19116","ZNF652"
"19117","AC091180.2"
"19118","AC091180.5"
"19119","AC091180.4"
"19120","PHB"
"19121","AC091180.3"
"19122","NGFR"
"19123","NXPH3"
"19124","SPOP"
"19125","SLC35B1"
"19126","AC015795.1"
"19127","FAM117A"
"19128","KAT7"
"19129","TAC4"
"19130","FLJ45513"
"19131","AC027801.1"
"19132","DLX4"
"19133","DLX3"
"19134","AC009720.1"
"19135","ITGA3"
"19136","AC002401.4"
"19137","PDK2"
"19138","SAMD14"
"19139","PPP1R9B"
"19140","AC015909.2"
"19141","AC015909.3"
"19142","SGCA"
"19143","COL1A1"
"19144","TMEM92"
"19145","TMEM92-AS1"
"19146","XYLT2"
"19147","MRPL27"
"19148","EME1"
"19149","LRRC59"
"19150","ACSF2"
"19151","CHAD"
"19152","AC021491.4"
"19153","RSAD1"
"19154","MYCBPAP"
"19155","EPN3"
"19156","SPATA20"
"19157","ABCC3"
"19158","ANKRD40"
"19159","AC005921.2"
"19160","LUC7L3"
"19161","LINC00483"
"19162","WFIKKN2"
"19163","TOB1"
"19164","AC005920.4"
"19165","AC005920.1"
"19166","AC005920.3"
"19167","SPAG9"
"19168","AC005920.2"
"19169","NME1"
"19170","NME1-NME2"
"19171","NME2"
"19172","MBTD1"
"19173","UTP18"
"19174","LINC02071"
"19175","LINC02072"
"19176","LINC02073"
"19177","TOM1L1"
"19178","COX11"
"19179","STXBP4"
"19180","HLF"
"19181","AC007638.2"
"19182","AC007638.1"
"19183","MMD"
"19184","SMIM36"
"19185","PCTP"
"19186","ANKFN1"
"19187","NOG"
"19188","C17orf67"
"19189","DGKE"
"19190","TRIM25"
"19191","AC015912.3"
"19192","COIL"
"19193","AC004584.1"
"19194","SCPEP1"
"19195","AC007114.1"
"19196","AKAP1"
"19197","AC007114.2"
"19198","MSI2"
"19199","AC007431.2"
"19200","AC007431.1"
"19201","AC015845.2"
"19202","MRPS23"
"19203","CUEDC1"
"19204","VEZF1"
"19205","AC015813.2"
"19206","AC015813.1"
"19207","SRSF1"
"19208","AC015813.3"
"19209","DYNLL2"
"19210","OR4D1"
"19211","AC005962.1"
"19212","MKS1"
"19213","LPO"
"19214","MPO"
"19215","TSPOAP1"
"19216","TSPOAP1-AS1"
"19217","AC004687.1"
"19218","SUPT4H1"
"19219","RNF43"
"19220","HSF5"
"19221","MTMR4"
"19222","SEPT4-AS1"
"19223","SEPT4"
"19224","TEX14"
"19225","RAD51C"
"19226","AC025521.1"
"19227","PPM1E"
"19228","TRIM37"
"19229","AC099850.1"
"19230","SKA2"
"19231","PRR11"
"19232","AC099850.3"
"19233","SMG8"
"19234","GDPD1"
"19235","YPEL2"
"19236","AC091059.1"
"19237","DHX40"
"19238","AC091271.1"
"19239","CLTC"
"19240","PTRH2"
"19241","VMP1"
"19242","TUBD1"
"19243","RPS6KB1"
"19244","RNFT1"
"19245","RNFT1-DT"
"19246","HEATR6"
"19247","AC025048.4"
"19248","USP32"
"19249","C17orf64"
"19250","APPBP2"
"19251","AC011921.1"
"19252","PPM1D"
"19253","BCAS3"
"19254","AC005884.1"
"19255","AC005856.1"
"19256","NACA2"
"19257","BRIP1"
"19258","INTS2"
"19259","MED13"
"19260","EFCAB3"
"19261","METTL2A"
"19262","TLK2"
"19263","AC080038.2"
"19264","AC080038.1"
"19265","MRC2"
"19266","AC005821.1"
"19267","MARCH10"
"19268","AC068512.1"
"19269","AC005972.1"
"19270","TANC2"
"19271","AC005828.3"
"19272","AC005828.4"
"19273","CYB561"
"19274","ACE"
"19275","KCNH6"
"19276","DCAF7"
"19277","TACO1"
"19278","MAP3K3"
"19279","STRADA"
"19280","LIMD2"
"19281","CCDC47"
"19282","DDX42"
"19283","FTSJ3"
"19284","PSMC5"
"19285","SMARCD2"
"19286","GH1"
"19287","CD79B"
"19288","SCN4A"
"19289","PRR29-AS1"
"19290","PRR29"
"19291","ICAM2"
"19292","ERN1"
"19293","SNHG25"
"19294","TEX2"
"19295","PECAM1"
"19296","MILR1"
"19297","POLG2"
"19298","DDX5"
"19299","CEP95"
"19300","SMURF2"
"19301","LRRC37A3"
"19302","AC103810.2"
"19303","AC103810.5"
"19304","AC037487.1"
"19305","GNA13"
"19306","AC037487.2"
"19307","RGS9"
"19308","AXIN2"
"19309","CEP112"
"19310","APOH"
"19311","PRKCA"
"19312","PRKCA-AS1"
"19313","AC005544.1"
"19314","HELZ"
"19315","AC007448.2"
"19316","AC007448.3"
"19317","PSMD12"
"19318","PITPNC1"
"19319","NOL11"
"19320","BPTF"
"19321","AC134407.1"
"19322","C17orf58"
"19323","KPNA2"
"19324","AC145343.1"
"19325","AC005332.7"
"19326","AC005332.4"
"19327","AC005332.6"
"19328","AC005332.8"
"19329","AC005332.3"
"19330","AC005332.5"
"19331","AC005332.1"
"19332","AMZ2"
"19333","ARSG"
"19334","SLC16A6"
"19335","WIPI1"
"19336","PRKAR1A"
"19337","FAM20A"
"19338","LINC01482"
"19339","ABCA8"
"19340","ABCA9-AS1"
"19341","ABCA9"
"19342","ABCA6"
"19343","ABCA10"
"19344","ABCA5"
"19345","MAP2K6"
"19346","LINC01483"
"19347","KCNJ2-AS1"
"19348","KCNJ2"
"19349","LINC01152"
"19350","LINC00511"
"19351","SLC39A11"
"19352","SSTR2"
"19353","COG1"
"19354","AC097641.2"
"19355","FAM104A"
"19356","C17orf80"
"19357","CPSF4L"
"19358","CDC42EP4"
"19359","SDK2"
"19360","AC124804.1"
"19361","LINC00469"
"19362","RPL38"
"19363","AC100786.1"
"19364","TTYH2"
"19365","DNAI2"
"19366","KIF19"
"19367","GPRC5C"
"19368","CD300A"
"19369","CD300LB"
"19370","CD300C"
"19371","CD300LD"
"19372","C17orf77"
"19373","AC064805.1"
"19374","CD300E"
"19375","RAB37"
"19376","AC064805.2"
"19377","CD300LF"
"19378","AC016888.1"
"19379","SLC9A3R1"
"19380","NAT9"
"19381","TMEM104"
"19382","GRIN2C"
"19383","FDXR"
"19384","FADS6"
"19385","OTOP2"
"19386","HID1"
"19387","CDR2L"
"19388","MRPL58"
"19389","KCTD2"
"19390","ATP5PD"
"19391","SLC16A5"
"19392","ARMC7"
"19393","NT5C"
"19394","JPT1"
"19395","SUMO2"
"19396","NUP85"
"19397","GGA3"
"19398","MRPS7"
"19399","MIF4GD"
"19400","AC022211.2"
"19401","SLC25A19"
"19402","GRB2"
"19403","AC011933.4"
"19404","AC011933.3"
"19405","TMEM94"
"19406","CASKIN2"
"19407","TSEN54"
"19408","LLGL2"
"19409","MYO15B"
"19410","RECQL5"
"19411","SMIM5"
"19412","SMIM6"
"19413","SAP30BP"
"19414","AC087749.2"
"19415","AC087749.1"
"19416","ITGB4"
"19417","GALK1"
"19418","H3F3B"
"19419","UNK"
"19420","AC087289.1"
"19421","UNC13D"
"19422","WBP2"
"19423","TRIM47"
"19424","AC087289.5"
"19425","TRIM65"
"19426","AC087289.2"
"19427","MRPL38"
"19428","AC087289.3"
"19429","FBF1"
"19430","ACOX1"
"19431","AC087289.4"
"19432","TEN1"
"19433","CDK3"
"19434","EVPL"
"19435","SRP68"
"19436","ZACN"
"19437","GALR2"
"19438","EXOC7"
"19439","FOXJ1"
"19440","RNF157-AS1"
"19441","RNF157"
"19442","UBALD2"
"19443","QRICH2"
"19444","PRPSAP1"
"19445","SPHK1"
"19446","UBE2O"
"19447","AANAT"
"19448","RHBDF2"
"19449","CYGB"
"19450","PRCD"
"19451","AC015802.4"
"19452","AC015802.6"
"19453","ST6GALNAC2"
"19454","AC015802.1"
"19455","ST6GALNAC1"
"19456","AC005837.1"
"19457","MXRA7"
"19458","AC005837.3"
"19459","JMJD6"
"19460","METTL23"
"19461","SRSF2"
"19462","MFSD11"
"19463","LINC02080"
"19464","LINC00868"
"19465","MGAT5B"
"19466","SEC14L1"
"19467","SEPT9"
"19468","AC111182.1"
"19469","AC111170.1"
"19470","LINC01973"
"19471","TNRC6C"
"19472","TMC6"
"19473","TMC8"
"19474","C17orf99"
"19475","SYNGR2"
"19476","TK1"
"19477","AFMID"
"19478","BIRC5"
"19479","LINC01993"
"19480","AC087645.2"
"19481","SOCS3"
"19482","AC061992.1"
"19483","PGS1"
"19484","DNAH17"
"19485","LINC02081"
"19486","CYTH1"
"19487","USP36"
"19488","TIMP2"
"19489","AC022966.1"
"19490","CEP295NL"
"19491","AC100788.1"
"19492","LGALS3BP"
"19493","CANT1"
"19494","C1QTNF1"
"19495","ENGASE"
"19496","RBFOX3"
"19497","LINC02078"
"19498","ENPP7"
"19499","CBX2"
"19500","CBX8"
"19501","AC100791.2"
"19502","LINC01977"
"19503","CBX4"
"19504","LINC01979"
"19505","LINC01978"
"19506","TBC1D16"
"19507","AC100791.3"
"19508","CCDC40"
"19509","GAA"
"19510","EIF4A3"
"19511","AC087741.2"
"19512","CARD14"
"19513","AC087741.1"
"19514","SGSH"
"19515","SLC26A11"
"19516","RNF213"
"19517","AC124319.3"
"19518","AC124319.2"
"19519","ENDOV"
"19520","AC120024.1"
"19521","NPTX1"
"19522","RPTOR"
"19523","AC016245.1"
"19524","AC127496.1"
"19525","CHMP6"
"19526","AC127496.6"
"19527","AC127496.5"
"19528","BAIAP2-DT"
"19529","BAIAP2"
"19530","AATK"
"19531","PVALEF"
"19532","CEP131"
"19533","TEPSIN"
"19534","AC027601.1"
"19535","NDUFAF8"
"19536","SLC38A10"
"19537","AC027601.4"
"19538","LINC00482"
"19539","TMEM105"
"19540","AC027601.3"
"19541","AC110285.6"
"19542","AC110285.1"
"19543","AC110285.5"
"19544","AC110285.2"
"19545","BAHCC1"
"19546","LINC01971"
"19547","ACTG1"
"19548","AC139149.1"
"19549","FSCN2"
"19550","FAAP100"
"19551","NPLOC4"
"19552","TSPAN10"
"19553","PDE6G"
"19554","OXLD1"
"19555","CCDC137"
"19556","ARL16"
"19557","HGS"
"19558","AC139530.3"
"19559","AC139530.1"
"19560","MRPL12"
"19561","SLC25A10"
"19562","MCRIP1"
"19563","PPP1R27"
"19564","P4HB"
"19565","AC145207.3"
"19566","ARHGDIA"
"19567","AC145207.2"
"19568","AC145207.5"
"19569","AC145207.6"
"19570","ALYREF"
"19571","ANAPC11"
"19572","NPB"
"19573","PCYT2"
"19574","SIRT7"
"19575","MAFG"
"19576","MAFG-DT"
"19577","PYCR1"
"19578","NOTUM"
"19579","AC145207.7"
"19580","ASPSCR1"
"19581","CENPX"
"19582","LRRC45"
"19583","RAC3"
"19584","DCXR"
"19585","AC137723.1"
"19586","RFNG"
"19587","GPS1"
"19588","DUS1L"
"19589","FASN"
"19590","CCDC57"
"19591","AC129510.1"
"19592","AC129510.2"
"19593","AC132872.2"
"19594","SLC16A3"
"19595","CSNK1D"
"19596","AC132872.3"
"19597","LINC01970"
"19598","AC132872.1"
"19599","CD7"
"19600","SECTM1"
"19601","AC132938.1"
"19602","OGFOD3"
"19603","HEXDC"
"19604","CYBC1"
"19605","AC132938.3"
"19606","NARF"
"19607","NARF-AS1"
"19608","FOXK2"
"19609","AC124283.2"
"19610","AC124283.1"
"19611","WDR45B"
"19612","RAB40B"
"19613","AC024361.2"
"19614","FN3KRP"
"19615","AC024361.3"
"19616","FN3K"
"19617","TBCD"
"19618","ZNF750"
"19619","AC087222.1"
"19620","B3GNTL1"
"19621","METRNL"
"19622","AC130371.2"
"19623","AC144831.1"
"19624","AP001005.3"
"19625","USP14"
"19626","THOC1"
"19627","AP000845.1"
"19628","COLEC12"
"19629","CLUL1"
"19630","AP001178.3"
"19631","TYMS"
"19632","ENOSF1"
"19633","AP001178.2"
"19634","YES1"
"19635","AP001020.3"
"19636","AP001020.1"
"19637","AP000894.4"
"19638","AP005328.1"
"19639","LINC00470"
"19640","METTL4"
"19641","NDC80"
"19642","SMCHD1"
"19643","AP001011.1"
"19644","EMILIN2"
"19645","LPIN2"
"19646","AP000919.4"
"19647","AP000919.2"
"19648","AP000919.3"
"19649","MYOM1"
"19650","AP005329.2"
"19651","AP005329.3"
"19652","MYL12A"
"19653","AP005329.1"
"19654","MYL12B"
"19655","TGIF1"
"19656","GAPLINC"
"19657","DLGAP1"
"19658","DLGAP1-AS1"
"19659","DLGAP1-AS2"
"19660","AP002478.1"
"19661","DLGAP1-AS3"
"19662","AP005380.1"
"19663","AP001496.2"
"19664","LINC00526"
"19665","LINC00667"
"19666","ZBTB14"
"19667","AP001496.1"
"19668","AP005671.1"
"19669","EPB41L3"
